P	Gracias ;) RT @sanzchile: *7714 México ;) RT: @AlejandroSanz: Voten por @Oscarcruzvm hay que (cont) http://t.co/pCXYPmr5
P	"La escena más famosa de ""Casablanca"" con #Rubalcaba y #Chacón, obra genial de ""Todo por la radio"" http://t.co/Ku6XSF4t @PSOE"
N	Un profesional q gane 300.000 euros en Cataluña paga el 56% de IRPF y además impuesto de patrimonio ¿Extraña que pidan traslado a Madrid?
P	Muy buenos días!os deseo un maravilloso día!;-)
P	En estos 100 días de gobierno,Rajoy ha demostrado tener un gobierno serio que toma decisiones y asume responsabilidades...
P	Muy buena carta de Álvaro de Marichalar respondiendo a Pilar Rahola: http://t.co/mTSFMkxo
N	Europa se construye recortando Estado del Bienestar? Austeridad si, pero inteligente: Estado del Bienestar moderno e inversión cree empleo
N	RT“@marianorajoy: Presentaremos unos Presupuestos austeros y continuaremos haciendo reformas, porque es lo que España necesita
N	“@xaavihdez: Te ha gustado el revuelto del AVE?” Cojo el AVE sólo para degustarlo.
P	“@iaguirre70: En el concierto de esta noche de Los Secretos en Madrid te ha mencionado Enrique Urquijo.” La Pantoja crea escuela...
NEU	""" el 25 de Marzo no nos jugamos mucho, nos lo jugamos todo"" @eliasbendodo #elcambioandaluz"
N	@aberron Al final lo acabaremos pagando los consumidores 
NONE	“@ManoloCastillo: La entrevista de mañana al director del Prado en los regionales de Vocento va a dar mucho que hablar...”
N	S&P considera q el mero ejercicio de austeridad puede dificultar el crecimiento. Presiones para alargar plazos?
P	Hoy tuve mi primera premier y fue un éxito
NONE	. @eliasbendodo en el encuentro con @arantzaquiroga #elcambioandaluz http://t.co/0kp2uMeW
P	Libertad religiosa y libertad educativa, pdtes de Estrasburgo. hablamos con un experto internacional. @TelediarioInter 20:30
NEU	Asarta deja el mando en Líbano.Un buen general español,un buen trabajo en una misión bastante dudosa.
NONE	#yotrabajomañana
P	Veía en +GenteTVE a @anapalacio feliz por la ayuda recibida en las redes sociales, q le permitieron encontrar a su perro.El poder de twitter
NONE	Guía para no perderte un segundo del 38 Congreso Federal del PSOE - ABC.es http://t.co/bW1JaVmh via @abc_es
P	Vaya genialidad de CR7 de tacón. 0-1
P	Como comprenderéis, abrumado por el cariño d mis amigos y d todos vosotros!!!;) GRACIAS D CORAZÓN!!;)
N	“@idolo1985: @David_Busta Pues a mí NUNCA ME CONTESTAS!!!!! :P” MENTIRA!
P	"Las Palmas nuevo y modesto líder de 1ª división empieza por ""L"" como Leicester...  #ahílodejo "
N	“@GarciaAller: El País justifica así su articulo Chacón y Compañía del domingo pasado http://t.co/Xza1uiEv” Mas bien entona el mea culpa
N	"@arlynerl03 Y si me corrigen es como... ""Trágame tierra y llévame directo al infierno"""
NEU	"Me falta información para valorar la reforma d la UE aprobada esta noche. Espero q ""nuevo"" euro no solo tenga cruz sino también, cara."
NONE	uy la bañera!!!!
P	El rábano no jajajaja (las prisas) el TRABAJO
P	Hagamos entre todos #mássocialismo, más igualdad, más participación.
N	...que la acción no es merecedora de tarjeta, se mantenga la sanción. Son cosas que solo pasan aquí. Que le vamos hacer..!!
P	Goodluck Jonathan,presidente Nigeria,confirma detención de todos los secuestradores del ciudadano británico y otro italiano, fallecidos ayer
P	“bien visto!!! @lavivaestampa: @Buenafuente con el tema de laSexta y A3... te vislumbro así. https://t.co/N4LoBWb1saludos maestro.”
NONE	#eleccionesandalucia en @giraldatv. Comienza Avance Informativo. A continuación, Especial Elecciones con Patricia G. Mahamud #sevillahoy
N	RT“@AlertaNews24: Policía en Atenas intenta dispersar con gases lacrimógenos a manifestantes que tratan de reunirse en Plaza Syntagma.
NEU	Estoy toda estresada para el examen de mañana como que si lo fuese a perder jaja Pero ya pasé el curso y todo
P	@josey_dani ¡Qué pintaza! Tanto la chistorra como el lomo son productos deliciosos. Probaremos vuestra sugerencia en frío y en bocadillo 
NEU	"""Ayer me porté mal en el cosmos. Viví todo el día sin preguntar por nada, sin sorprenderme de nada"".  Grandiosa Szymborska @anapastor_tve"
P	Interesante: militantes @PSOE q votan delegados Congreso RT “@ReginoMateo: Guadalajara, abriendo camino http://t.co/PWPGYClW” V @martagaston
P	Je,je!!! Eso es bueno @mkreyes80: @Buenafuente me has hecho llorar... De risa!”
P	GRACIAS LEÓN!!! GRAN NOCHE!!!
P	Acto en Sevilla con calor y compromiso. Llegamos a Huelva para fin de campaña. #25MRebélate
N	¿Ni siquiera en la lucha contra el paro vamos a unirnos todos ls españoles? ¿No es sensato dejar q lo intente quien ha ganado ls elecciones?
P	Como siempre mi tortilla triunfa mas que otros platos  #playa… https://t.co/C60TC2teqV
P	Buenos días desde Milán,feliz sábado para todos twitteros .
NONE	Exactamente. Ahi se fraguo el rock Andaluz como movimiento RT @7art_films: @AlejandroSanz @manuelatoco13 plaza ... http://t.co/gLn42uyG
P	“@Carlos_Latre: @David_Busta felicidades GRande!!!;) todo mi cariño!!;)” GRACIAS AMIGO!!!
P	buenos billete pa cuba comprado, ahora a hacer mas dieta porque se ha deretido la tarjeta 
P	Portada de 'Público', martes. El patrimonio bursátil de las 12 grandes fortunas ha crecido un 6% en 2011. http://t.co/jUtWKlyr
P	Sería la mejor compañía para Marce y Osquitar  Bueno y yo
NEU	y preguntamos en @13television : ¿será 2012 un año mejor o peor que 2011 para las familias españolas? ¿por qué? @13tv_AlDia @DHAM_13tv
P	Vidas ejemplares http://t.co/ghemqUAE
P	Historia positiva para dar los buenos días“ El marroquí que devolvió 400 décimos  protagoniza el anuncio de Coca-Cola http://t.co/MVIIa6Fe”
NONE	La semana del Presidente | Tras el presidente http://t.co/8T5DxYoZ via @telecincoes
N	La neolengua se introduce en el insulto conservador. Ahora se lleva el diagnóstico de discapacidad o de enfermedad mental. Falta humanidad !
NEU	"Rajoy:""(Déficit) Lo bajaremos todo lo q podamos pero hay q compatibiizar estas políticas con aquellas que sirvan para la creación de empleo"""
N	"En el acto del 11M de CCOO y de UGT caen bofetones como panes al PP y al Gobierno.Hablan de ""sus"" Victimas y nos insultan, q barbaridad!!"
P	@AntuanetGalvez have fun Antu! Los mejores deseos
NONE	@MauFonseca11 @FexCR el otro muchacho que es nieto del señor de las galletitas, siempre tuvo una dulce navidad
P	Hoy están participando muchas más mujeres, lo que me alegra mucho. Ya sea para preguntas propias o para hacer preguntas por su pareja
P	“@sgueina: “@metroscopia: Ocho de cada diez dará regalos el día de Reyes y seis en Nochebuena.” algunos lo han recibido unos dias antes
P	Es el momento d sumar,unir y trabajar x salir d la crisis juntos,por la Catalunya d todos,y no de levantar fronteras,enfrentar o dividir.
N	Terrible ver a Chavez volver de operarse en Cuba,donde la gente no tiene q comer. En su propio país no tiene un médico en quien confíar..
NONE	Hace mucho que tomó buenas decisiones
P	Esas tardes en las que todo de confabula para ir bien. Y @acabeza1 te da una noticia que te hace sonreír. Mola.
N	@chepibolaa literal e de irme a la m* el asalto de hace un mes repercute en mi sueldo de esta quincena. odio todo csm.
P	Día de pruebas de vestuario y risas! Y aunque el día comenzó gris, al final se llenó de colores! #menosmal !!!! Que descanséis bien.
N	Montoro lleva hablando 15 minutos pero aun no ha empezado a hablar de los #presupuestos2012 de los recortes y la amnistía fiscal
NONE	Horas d decisión en #ssanta12: S.Esteban, 15.15 h;Los Estudiantes,16.15 h.;Los Javieres,16.25 h; y S.Benito,16.30 h.Más info en @giraldatv
NONE	La ONU intenta llegar a 60.000 desplazados en Sudán del Sur http://t.co/4lEL37gV
P	Tranquilidad en las carreteras en el segundo día de Puente de la Constitución - http://t.co/NRk2uftQ
N	@me_aburris Sí he visto q los motociclistas andan especialmente violentos. Le pegan a los carros, los patean, le gritan a la gente y esto
N	Irán suspende las exportaciones de petróleo a España y otros cinco países europeos vía la Ser
NEU	"¿No os parece que al pedir ""ejemplaridad"" y ""ética"" además de ""legalidad"" el Rey ha subido también el listón para Camps, Chaves o Blanco?"
P	Bueno, pausa para desayunar y cosas que hacer. Poco tiempo pero siempre agradable compartirlo con vosotros.
P	La Catedral aplaudiendo a Ryan Giggs... Espectacular!
N	@nitamar26 @PizzaHutCRC el problema que ya no hay 2x1 en grandes ni tampoco los puntos Hut, son dos pésimas noticias
P	Lo mejor es que me encuentro muy bien de la voz pese a todos los viajes y la promoción tan intensa que hemos tenido, estoy muy contento.
N	No es el escenario de una película bélica. Es el Cementerio de La Almudena , un espacio que necesita protección  http://t.co/FL6lL1KE
NONE	Perdón Carlos Alvárez no Marcelo Alvarez cantando don Giovanni.
N	enough today.... dos huelgas más como ésta y unos cuantos somos hombres muertos!!... mañana estaré a las 13.30h en @mananascuatro
N	"Son los riesgos de hacer cine ""alternativo""."
P	Un recuerdo para Vaclav Havel. Ex Presidente checo y gran dramaturgo. http://t.co/ZDDkR84p
NONE	@judithpaulsen7 @TRICICLODELPERU estas en lo cierto
NONE	¿Alguien tiene una moneda?
P	Firman el contrato para las obras del bulevar en #Malaga  - La Opinión de Málaga http://t.co/OePvg741
NONE	Siempre que estoy triste convierto ese sentimiento en cólera y sólo grito y grito
N	Mira, Rajoy, aprende de los tecnócratas. http://t.co/HDUZqqJx
NEU	Lo importante es que mañana tras la huelga seamos capaces cada uno desde su responsabilidad, de acertar. Me preocupa el nivel de algunos.
N	@RyFsw jajajaja.... eso es una indirecta  preparate #F que quiere reformar el baño
P	RT @miabuelasabia: Entre cada amanecer y puesta de sol, dedica algo de tiempo para la diversión. Feliz viernes lleno de #FF
NONE	@PilarGGranja @el_pais Max Weber en versión Bedoya.
P	He publicado una foto nueva en Facebook http://t.co/5K0MLuzj
P	Encuentro con emprendedores y empresarios #elcambioandaluz (@ Restaurante La Peña En Antequera) http://t.co/74LcQFk8
P	Twitter ya cuenta con más de 700.000 personas de excelente criterio y buen gusto. #700000followersQueAdoro
N	Según el relato de EP la única presión que se materializó fue regalarle a una de las rumanas una camiseta del Madrid. Pólvora en salvas.
P	@CarmeChaparro a mí me da bien.
P	Vivir de lo que nadie quiere http://t.co/mrjKfHNI
N	Estos días me he soñado con el accidente varias veces Increíble el trauma que generan estas cosas!
P	Es divertidísima. Todo esto lo inventaron Lynch y Frost.
P	“@alfiefuentes: @AlexdelaIglesia tendrías q haber entrado en Tipos Infames! Y me hubiese dado unos consejitos con mi corto ;)” gran sitio
N	“@karymonsse: @David_Busta david fechas para mexico existen?”DE MOMENTO NO, YA ME GUSTARIA... un BESAZO!!!
N	y preguntamos: ¿oculta @marianorajoy sus decisiones económicas más impopulares hasta q pasen las elecciones en #Andalucía? @13television
NONE	De mi balcón veo pasar pavos horneados y jóvenes horneándose
N	@HolaSoyBataa Pero interrumpiste en mi sueño, perdí el sueño en ese momento y gracias a ti no fui a trabajar porque me quede dormida
N	El gobierno recuerda que no conocía el déficit antes de llegar al poder. El Psoe se defiende señalando que si lo sabían.
NONE	Las Peculiares Riquezas del Norte del Perù.
NONE	.@eliasbendodo Esta imagen es nuestro símbolo 1+9 = 10 // 2+8=10 #elcambioandaluz http://t.co/ZSTj1kmH
NONE	#elcambioandaluz   @ Palacio Congresos de Malaga http://t.co/ASu8KVOq
P	Tan sólo seremos libres cuando no haya más que perder... Si estuvistéis, espero q os gustase. Buenas noches
NONE	@Lugnica_ Estoy conectado y listo. Cuando quieras me le pasas. Mi AC te lo repito es 2294-6239-5875 
P	Preparo artículo sobre futuro de la lengua. Sabías q las telenovelas hispanas son uno de los grandes agentes difusión español en el mundo?
N	Buenos días. ¿Para cuándo noticias que nos hagan felices?
NONE	RT @alopezmillan: @mariviromero octava polīticamcon + seguidores en twitter en España. @agarzon decimotercro. http://t.co/uAXYtJI2 vía @ ...
NONE	Soy de esos que, aún cuando la comida esté lista y tenga hambre, si no me sirven me da pereza y no como
N	11.46PM y tengo hambre, mejor me acuesto ya por que la panadería está cerrada
P	Muy buenas noches followercetes! http://t.co/Edkg4j3p
NONE	Qué os parece lo que publica EM: la Junta nombró presidenta de Invercaria a la que había contratado a Ivan Chaves para una constructora.
P	El Museo de la Cueva de Nerja abre con una previsión de 100.000 visitas al año http://t.co/VsmSAnJJ
NEU	Me encanta la olla de carne pero no me gusta que por ser sopa no me mantenga llena bastante tiempo
N	hahahahaha es horrible lo de ING, de verdad... “@rosselloarrom: @PilarGGranja muchos opinamos lo mismo, pero mientras paguen...”
P	@CarmeChaparro Muchas gracias! Eres un sol!! :)
N	"La sentencia: ""No puede admitirse que una resolución sea justa sólo porque el que juez que la dicta así la considere"""
NONE	@PaulaVazquezTV @LuisLarrodera fe de errata¨fervientemente¨
N	"Ciu-PP: peleas de Valderrama y Dolores Abril:  Irene Rigau: ""Si España hace educación constitucional, Catalunya hará educación estatutaria"""
P	Las obras comenzarán después de verano y se prevé que sea una realidad a principios de 2014 #sevillahoy
NONE	Portada ABC http://t.co/iuwDa29J ...
N	Una vez q ha hablado el protectorado franco-alemán la Europa a 2 o 3 velocidades está hecha: ahora falta ver dónde queda España
NONE	A los 14 años una menor es lo bastante adulta para casarse en España sin consentimiento paterno. A los 13, para tener sexo con adultos.
NONE	@isamarsanchezg Antes era más seguido Saliamos por batidos de maracuyá
NONE	Un meme de miércoles para un Perú más consciente #EsNiceSi retuiteas #YoCuidoElAgua
NEU	El partido de Putin/Medveded (Rusia Unida) gana los comicios pero sufre una fuerte caía. Segundo partido más votado: Partido Comunista.
NEU	Tras lo dicho x vicepresidenta, espero ansioso su plan para rentabilizar el patrimonio inmobiliario inutilizado x administraciones. Si no...
N	112 informa a aytos. y organismos d alerta amarilla AEMET x bajas temperaturas -8 C Sierra y -4 C resto próxima madrugada vía @112cmadrid
P	Muy orgulloso de formar parte dl equipo dl año en una revista tan prestigiosa como l'Equipe. Gracias a todos los q me han votado!
N	Las fotos de las cargas policiales en Valencia son tremendas http://t.co/qExzeFT6
N	Puedes encontrar vicio y tentación en cada esquina... http://t.co/0NkGDvSL
P	Bono celebra su última fiesta en el Congreso y la pregunta es si habrá un Viva España! Con @JuanraLucas y en RNE, para arrancar.
NEU	@m_elinna jajajaja yo pensé que había captado la indirecta pero si, está vacilon el avatar
N	Quiero que sepas que desde el fondo de mi corazón, me importa una mrda lo que pienses de mí
P	"""La risa ilumina las almas que están bañadas de tristeza, la sonrisa es la tibia caricia para la helada soledad""W.H. Patrick"
P	Lo bueno de salir temprano es que puedo almorzar en mi casa, o sea, comida de verdad
N	Ahora Pacto de Toledo: Alarma sobre el déficit, pensión calculada en toda la vida laboral, ley de Mutuas de accidentes, decreto discapacidad
NEU	es horrible “@antonio_cano_: Sí, ya comprendo q la gente en España está pendiente de otra cosa, pero a mí me interesa más lo de Siria.”
NONE	Os dejo el cartel de la Semana Santa de 2012 #SemanaSanta12 #sevillahoy http://t.co/nrlCpKxt
P	“@NoeCrespo2: @David_Busta Un saludo porfa a los que estamos ahora en Los Corrales De Buelna en la marcha solidaria contra el cancer.”ABRAZO
